"pessoa_idade";"salario_ano";"propriedade_sit";"ano_trabalhado";"motivo_emprestimo";"pontuacao_emprestimos";"vl_total";"tx_juros";"inadimplencia";"tx_renda_divida";"hst_inadimplencia";"hst_primeiro_credito"
32;69000;"Alugada";2;"Melhora do lar";"D";14000;0.0;"1";0.2;"1";6
28;80000;"Alugada";8;"Empreendimento";"D";14000;14.91;"0";0.17;"0";5
26;31200;"Alugada";0;"Médico";"B";2900;9.91;"0";0.09;"0";2
23;57504;"Hipotecada";7;"Pessoal";"A";10000;8.59;"0";0.17;"0";2
29;125000;"Hipotecada";6;"Empreendimento";"B";3400;9.91;"0";0.03;"0";7
26;30000;"Alugada";2;"Educativo";"B";5000;12.42;"1";0.17;"0";2
24;103000;"Própria";8;"Educativo";"D";24000;16.77;"0";0.23;"0";3
25;109000;"Hipotecada";9;"Empreendimento";"A";12000;7.51;"0";0.11;"0";4
24;19200;"Alugada";1;"Médico";"C";4000;14.35;"1";0.21;"1";4
26;69000;"Hipotecada";10;"Melhora do lar";"D";6200;15.99;"1";0.09;"0";2
23;51000;"Alugada";6;"Pagamento de débitos";"C";13500;12.23;"0";0.26;"1";2
23;84996;"Hipotecada";7;"Médico";"B";10000;10.95;"0";0.12;"0";4
25;114996;"Hipotecada";7;"Pagamento de débitos";"C";5000;13.49;"0";0.04;"0";3
30;46000;"Hipotecada";1;"Educativo";"C";12000;0.0;"0";0.26;"1";9
22;18000;"Alugada";0;"Empreendimento";"C";3500;13.48;"1";0.19;"1";2
31;72100;"Alugada";1;"Melhora do lar";"C";8000;14.65;"0";0.11;"1";10
23;30000;"Alugada";7;"Médico";"B";10000;12.18;"1";0.33;"0";3
22;65000;"Alugada";7;"Educativo";"A";8000;6.54;"0";0.12;"0";4
25;57500;"Alugada";4;"Educativo";"C";6000;11.28;"1";0.1;"0";3
22;33000;"Alugada";1;"Médico";"C";1400;14.27;"0";0.04;"1";3
26;62000;"Hipotecada";4;"Médico";"B";20000;10.38;"0";0.32;"0";4
22;34800;"Alugada";0;"Pagamento de débitos";"B";4000;10.74;"0";0.11;"0";3
23;54996;"Hipotecada";2;"Médico";"B";1925;10.59;"0";0.04;"0";4
27;106000;"Própria";3;"Pessoal";"D";16000;14.96;"0";0.15;"1";9
23;14664;"Hipotecada";0;"Pagamento de débitos";"C";6000;0.0;"1";0.41;"0";4
22;26000;"Alugada";0;"Pagamento de débitos";"C";9000;12.73;"1";0.35;"0";4
34;95000;"Alugada";7;"Médico";"B";10000;9.99;"0";0.11;"0";6
22;45336;"Alugada";6;"Empreendimento";"D";1800;15.21;"0";0.04;"0";3
22;40872;"Hipotecada";6;"Educativo";"B";13750;10.83;"0";0.34;"0";4
23;130000;"Alugada";3;"Médico";"B";8000;11.99;"0";0.06;"0";3
25;75000;"Alugada";0;"Educativo";"A";18500;7.49;"0";0.25;"0";3
27;58000;"Hipotecada";7;"Empreendimento";"B";2800;11.99;"0";0.05;"0";8
30;81120;"Própria";3;"Pessoal";"B";18000;10.75;"0";0.22;"0";5
31;79100;"Hipotecada";4;"Educativo";"A";19150;6.99;"0";0.24;"0";6
29;73000;"Alugada";2;"Educativo";"A";9200;7.88;"0";0.13;"0";5
26;52000;"Própria";10;"Empreendimento";"A";8000;8.49;"0";0.15;"0";3
27;17000;"Alugada";1;"Empreendimento";"A";1000;7.29;"0";0.06;"0";5
32;53100;"Hipotecada";14;"Médico";"B";7500;11.26;"0";0.14;"0";10
28;44000;"Alugada";7;"Pagamento de débitos";"A";5000;5.42;"0";0.11;"0";7
34;47300;"Hipotecada";3;"Melhora do lar";"A";12000;7.88;"0";0.25;"0";10
31;159200;"Hipotecada";1;"Pagamento de débitos";"D";16000;15.65;"1";0.1;"1";6
23;50400;"Hipotecada";7;"Educativo";"B";2500;10.99;"0";0.05;"0";4
23;60000;"Alugada";0;"Pessoal";"B";15600;12.69;"0";0.26;"0";4
21;25000;"Alugada";3;"Pagamento de débitos";"B";6000;0.0;"0";0.24;"0";4
0;69936;"Hipotecada";11;"-";"A";14400;5.79;"0";0.1;"0";4
32;140000;"Hipotecada";16;"Empreendimento";"B";25000;10.08;"0";0.18;"0";7
22;36000;"Hipotecada";6;"Empreendimento";"A";7500;7.14;"0";0.21;"0";3
26;50000;"Alugada";1;"Pagamento de débitos";"B";7150;12.69;"0";0.14;"0";2
22;17772;"Alugada";0;"Médico";"A";2150;0.0;"0";0.12;"0";4
27;43080;"Alugada";7;"Pessoal";"C";10000;13.98;"0";0.23;"0";9
29;32000;"Alugada";0;"Pagamento de débitos";"C";0;15.05;"1";0.2;"0";3
26;49571;"Alugada";1;"Empreendimento";"C";10000;13.11;"0";0.2;"1";3
24;52000;"Hipotecada";7;"Médico";"C";5000;14.22;"0";0.1;"1";3
27;86095;"Alugada";5;"Melhora do lar";"C";4000;13.99;"0";0.05;"0";8
21;24960;"Alugada";0;"Educativo";"C";1000;13.98;"0";0.04;"0";4
24;45000;"Própria";8;"Melhora do lar";"A";10000;0.0;"0";0.22;"0";3
32;101000;"Alugada";0;"Pagamento de débitos";"D";15000;17.58;"1";0.15;"1";5
24;39996;"Alugada";0;"Empreendimento";"D";5000;14.11;"1";0.13;"1";3
23;56004;"Alugada";7;"Pessoal";"B";10000;11.83;"0";0.18;"0";3
23;23148;"Alugada";0;"Pagamento de débitos";"B";8000;0.0;"1";0.35;"0";4
32;95000;"Alugada";1;"Pagamento de débitos";"B";19200;11.89;"0";0.2;"0";9
27;57886;"Hipotecada";7;"Empreendimento";"A";4000;7.9;"0";0.07;"0";9
21;55692;"Alugada";5;"Pessoal";"A";5600;6.62;"0";0.1;"0";2
29;74872;"Alugada";4;"Pessoal";"A";15000;7.88;"0";0.2;"0";5
22;33600;"Própria";1;"Médico";"D";5000;18.25;"0";0.15;"0";2
25;76344;"Alugada";2;"Melhora do lar";"A";5000;9.63;"0";0.07;"0";2
39;86000;"Alugada";19;"Melhora do lar";"D";6000;14.84;"0";0.07;"1";13
36;33000;"Alugada";2;"Melhora do lar";"D";10800;14.96;"1";0.33;"1";15
44;120000;"Hipotecada";6;"Empreendimento";"A";4000;0.0;"0";0.03;"0";14
24;72000;"Alugada";8;"Médico";"A";14000;7.9;"0";0.19;"0";2
33;117300;"Hipotecada";3;"Médico";"D";16000;15.99;"1";0.12;"0";5
28;82300;"Alugada";3;"Empreendimento";"A";3600;9.63;"0";0.04;"0";6
23;30000;"Hipotecada";4;"Médico";"D";4000;16.32;"1";0.13;"1";4
23;42000;"Hipotecada";7;"Empreendimento";"A";8000;5.42;"0";0.19;"0";3
30;102540;"Hipotecada";6;"Médico";"A";1500;7.9;"0";0.01;"0";10
29;92000;"Hipotecada";8;"Educativo";"B";10000;11.26;"0";0.11;"0";8
23;68400;"Hipotecada";0;"Empreendimento";"B";1800;8.88;"0";0.03;"0";4
23;31200;"Alugada";2;"Pagamento de débitos";"A";4000;8.59;"0";0.13;"0";3
27;34152;"Alugada";5;"Médico";"C";5000;13.79;"0";0.15;"0";10
25;62400;"Própria";0;"Médico";"D";15000;17.58;"0";0.24;"0";4
29;55000;"Hipotecada";3;"Empreendimento";"A";6400;7.88;"0";0.12;"0";9
32;75000;"Hipotecada";14;"Pessoal";"C";5600;15.96;"0";0.07;"1";9
21;48000;"Alugada";1;"Pagamento de débitos";"A";10000;5.79;"0";0.21;"0";2
44;88000;"Alugada";8;"Educativo";"B";8000;10.38;"0";0.09;"0";12
22;79000;"Hipotecada";6;"Empreendimento";"C";11000;13.11;"0";0.14;"1";4
25;49000;"Própria";4;"Melhora do lar";"A";2500;6.76;"0";0.05;"0";4
27;100000;"Hipotecada";0;"Melhora do lar";"A";5000;8.07;"0";0.05;"0";10
36;72500;"Alugada";2;"Médico";"A";10000;7.9;"0";0.14;"0";11
31;46000;"Hipotecada";5;"Educativo";"C";8000;13.49;"1";0.17;"1";5
29;19200;"Alugada";4;"Pessoal";"B";4000;10.37;"1";0.21;"0";6
28;57000;"Alugada";0;"Melhora do lar";"B";6800;10.65;"0";0.12;"0";8
25;110000;"Alugada";8;"Melhora do lar";"C";12000;12.23;"0";0.11;"1";2
23;34348;"Hipotecada";0;"-";"A";3000;8.49;"0";0.12;"0";9
24;47700;"Alugada";0;"Médico";"B";5600;9.99;"0";0.12;"0";2
29;67000;"Hipotecada";13;"Melhora do lar";"A";10000;7.14;"0";0.15;"0";6
27;35000;"Alugada";3;"Pessoal";"B";6000;11.11;"0";0.17;"0";6
24;50000;"Hipotecada";5;"Pessoal";"D";22800;17.27;"0";0.46;"0";2
22;36000;"Alugada";0;"Pagamento de débitos";"A";0;8.94;"0";0.28;"0";4
28;42000;"Hipotecada";13;"Pessoal";"D";8500;14.96;"0";0.2;"0";10
25;62500;"Hipotecada";5;"Pagamento de débitos";"C";15000;6.0;"0";0.24;"0";3
32;66725;"Alugada";4;"Médico";"B";15000;0.0;"1";0.19;"0";5
24;69600;"Alugada";2;"Pessoal";"A";10000;8.38;"0";0.14;"0";2
24;38400;"Hipotecada";7;"Médico";"C";15000;15.23;"0";0.39;"0";2
23;64000;"Hipotecada";4;"Empreendimento";"A";5550;7.29;"0";0.09;"0";4
25;20000;"Hipotecada";1;"Empreendimento";"A";4000;5.79;"0";0.2;"0";2
30;62400;"Hipotecada";2;"Melhora do lar";"A";6000;6.03;"0";0.1;"0";10
27;46800;"Hipotecada";3;"Empreendimento";"C";6500;12.87;"0";0.14;"0";6
29;43958;"Hipotecada";3;"Empreendimento";"A";7000;0.0;"0";0.16;"0";8
23;48645;"Alugada";1;"Empreendimento";"B";12000;10.25;"0";0.25;"0";4
23;56000;"Hipotecada";7;"Pessoal";"F";13750;18.43;"0";0.25;"0";2
32;45489;"-";13;"Pessoal";"C";3625;6.92;"0";0.11;"";3
26;14400;"Alugada";1;"Pessoal";"B";1500;9.25;"0";0.1;"0";4
37;133000;"Alugada";3;"Médico";"C";9000;13.85;"0";0.07;"1";12
36;13440;"Alugada";2;"Educativo";"D";2400;17.49;"1";0.18;"1";11
21;33000;"Alugada";5;"Educativo";"B";9000;12.69;"0";0.27;"0";3
24;52000;"Hipotecada";8;"Educativo";"A";3000;7.66;"0";0.06;"0";4
29;20000;"Alugada";0;"-";"C";0;11.71;"0";0.07;"0";17
22;48000;"Hipotecada";2;"Empreendimento";"B";13000;10.99;"0";0.27;"0";3
44;98000;"Alugada";19;"Melhora do lar";"C";5000;15.96;"0";0.05;"1";13
25;60000;"Própria";9;"Médico";"A";4000;6.39;"0";0.07;"0";4
28;75000;"Alugada";3;"Educativo";"B";23000;10.51;"1";0.31;"0";9
29;55476;"Hipotecada";1;"Médico";"D";10000;15.33;"1";0.18;"1";8
22;110000;"Hipotecada";6;"Empreendimento";"B";6000;9.99;"0";0.05;"0";3
25;15600;"Alugada";1;"Pessoal";"C";4750;13.85;"1";0.3;"0";4
22;102240;"Alugada";6;"Pessoal";"E";5000;19.03;"0";0.05;"0";3
25;100000;"Hipotecada";3;"Médico";"A";12000;5.79;"0";0.12;"0";2
21;42000;"Alugada";6;"Educativo";"A";7200;5.42;"0";0.17;"0";4
23;151200;"Alugada";7;"Pagamento de débitos";"B";28000;11.11;"0";0.19;"0";2
26;85000;"Hipotecada";10;"Pessoal";"A";12000;6.62;"0";0.14;"0";3
23;60000;"Hipotecada";7;"Pessoal";"A";6000;8.9;"0";0.1;"0";4
38;40000;"Alugada";0;"Pessoal";"B";9600;11.11;"0";0.24;"0";11
27;32000;"Alugada";1;"Pessoal";"A";5800;7.49;"0";0.18;"0";7
22;28500;"Alugada";2;"Melhora do lar";"D";6250;14.84;"1";0.22;"0";4
25;40000;"Hipotecada";6;"Médico";"C";5000;12.61;"0";0.13;"1";4
31;85000;"Hipotecada";9;"Empreendimento";"D";16000;0.0;"0";0.19;"1";10
23;65000;"Própria";8;"Pessoal";"C";9600;14.17;"0";0.15;"1";4
35;33000;"Alugada";0;"Melhora do lar";"E";4000;16.32;"1";0.12;"0";10
34;69600;"Alugada";10;"Empreendimento";"A";22650;0.0;"1";0.33;"0";6
25;39000;"Própria";3;"Médico";"B";3600;11.86;"0";0.09;"0";2
23;100000;"Alugada";1;"Educativo";"C";12000;13.57;"0";0.12;"0";3
22;25920;"Alugada";1;"Médico";"C";9000;10.59;"1";0.35;"0";2
23;39000;"Alugada";3;"Pessoal";"B";10000;11.99;"1";0.26;"0";3
23;95004;"Alugada";2;"Pessoal";"A";5000;9.63;"0";0.05;"0";4
29;80400;"Hipotecada";13;"Empreendimento";"A";8000;7.14;"0";0.1;"0";10
40;83000;"Hipotecada";7;"Educativo";"B";2800;12.18;"1";0.03;"0";13
22;50000;"Hipotecada";7;"Pagamento de débitos";"A";9000;8.49;"0";0.18;"0";2
23;42000;"Alugada";4;"Educativo";"C";2500;13.61;"0";0.06;"0";4
27;30000;"Alugada";6;"Empreendimento";"B";11500;10.36;"1";0.38;"0";7
33;50000;"Alugada";5;"Educativo";"C";3600;13.8;"0";0.07;"0";5
26;90000;"Hipotecada";0;"Pagamento de débitos";"A";10000;6.62;"0";0.11;"0";4
27;12240;"Alugada";0;"Empreendimento";"B";3250;10.36;"1";0.27;"0";9
30;31200;"Alugada";0;"Pessoal";"E";12000;16.45;"1";0.38;"1";7
37;32400;"Própria";0;"Melhora do lar";"D";8000;15.99;"0";0.25;"0";11
25;56000;"Alugada";9;"Empreendimento";"A";8000;5.99;"0";0.14;"0";2
31;30000;"Alugada";1;"Pagamento de débitos";"A";5600;7.74;"0";0.19;"0";7
28;40000;"Hipotecada";10;"Pagamento de débitos";"B";10000;11.26;"0";0.25;"0";6
34;73000;"Alugada";0;"Pessoal";"B";10000;11.11;"0";0.14;"0";10
23;32698;"Alugada";3;"Pagamento de débitos";"F";8000;18.43;"1";0.24;"1";3
28;225000;"Hipotecada";2;"Empreendimento";"A";30000;8.49;"0";0.13;"0";6
28;77544;"Hipotecada";2;"Pessoal";"E";15000;16.63;"0";0.19;"1";5
31;39996;"Alugada";4;"Médico";"B";2400;0.0;"0";0.06;"0";9
22;70000;"Hipotecada";4;"Empreendimento";"A";5025;0.0;"0";0.07;"0";2
22;45673;"Hipotecada";6;"Educativo";"A";7000;7.88;"0";0.15;"0";4
28;28800;"Alugada";1;"Educativo";"C";15000;14.65;"1";0.52;"1";8
41;115000;"Hipotecada";2;"Pessoal";"D";20000;14.61;"0";0.17;"0";11
22;21600;"Própria";3;"Empreendimento";"A";8500;6.54;"0";0.39;"0";4
23;36000;"Alugada";4;"Pagamento de débitos";"B";3700;9.25;"0";0.1;"0";2
23;54960;"Hipotecada";7;"Educativo";"A";5500;6.03;"0";0.1;"0";3
25;70000;"Alugada";9;"Melhora do lar";"D";15000;16.02;"0";0.21;"0";4
23;44000;"Hipotecada";0;"Médico";"A";6000;5.42;"0";0.14;"0";4
26;65000;"Hipotecada";3;"Empreendimento";"A";10000;7.29;"0";0.15;"0";3
32;33000;"Hipotecada";2;"Médico";"A";5000;6.17;"0";0.15;"0";7
31;30000;"Alugada";1;"Melhora do lar";"C";2500;13.57;"1";0.08;"1";8
36;74000;"Hipotecada";9;"Melhora do lar";"C";18000;0.0;"0";0.24;"0";12
24;65000;"Hipotecada";9;"Melhora do lar";"A";5500;5.79;"0";0.08;"0";3
21;36662;"Própria";4;"Empreendimento";"B";18000;10.25;"0";0.49;"0";4
30;33300;"Hipotecada";2;"Médico";"A";1600;7.4;"0";0.05;"0";5
22;64800;"Alugada";1;"Educativo";"B";16000;10.37;"0";0.25;"0";4
23;28000;"Própria";6;"Empreendimento";"B";7000;9.99;"0";0.25;"0";4
39;40800;"Própria";0;"Melhora do lar";"A";3500;8.59;"0";0.09;"0";14
28;20000;"Alugada";5;"Educativo";"B";4000;10.99;"0";0.2;"0";10
33;118000;"Hipotecada";12;"Pagamento de débitos";"D";35000;17.49;"1";0.3;"1";7
25;42000;"-";3;"Médico";"D";0;13.47;"0";0.1;"1";12
23;80000;"Hipotecada";5;"Empreendimento";"E";8000;15.68;"0";0.1;"0";4
27;44000;"Hipotecada";0;"Educativo";"C";6000;13.23;"1";0.14;"1";6
25;72000;"Alugada";0;"Médico";"A";17000;7.88;"0";0.24;"0";3
28;56864;"Hipotecada";5;"Pessoal";"A";12300;7.88;"0";0.22;"0";7
24;95000;"Alugada";3;"Pagamento de débitos";"A";18000;8.49;"0";0.19;"0";4
22;72000;"Alugada";6;"Médico";"C";12000;12.99;"0";0.17;"1";3
32;56004;"Alugada";9;"Pagamento de débitos";"A";8000;7.66;"0";0.14;"0";5
26;86000;"Alugada";4;"Empreendimento";"C";10000;13.49;"0";0.12;"0";4
22;48000;"Alugada";0;"Pagamento de débitos";"C";4800;12.98;"0";0.1;"1";2
35;39000;"Alugada";8;"Médico";"B";5000;9.99;"1";0.13;"0";6
25;78000;"Alugada";3;"Melhora do lar";"A";5950;7.29;"0";0.08;"0";3
23;33000;"Própria";5;"Empreendimento";"B";3600;11.58;"0";0.11;"0";4
22;24000;"Própria";0;"Pagamento de débitos";"D";4200;15.62;"0";0.17;"1";2
25;120000;"Hipotecada";9;"Pessoal";"C";21000;13.49;"0";0.17;"0";4
23;85000;"Alugada";5;"Médico";"C";6700;15.23;"0";0.08;"1";2
24;89000;"Hipotecada";8;"Médico";"C";25000;13.11;"0";0.28;"1";3
22;64312;"Hipotecada";4;"Empreendimento";"D";5000;14.91;"0";0.08;"1";4
25;73000;"Alugada";4;"Médico";"B";10000;11.71;"0";0.14;"0";3
23;35000;"Hipotecada";7;"Educativo";"F";15000;18.43;"0";0.43;"1";2
39;75000;"Hipotecada";13;"Médico";"B";6000;0.0;"0";0.08;"0";15
43;80000;"Alugada";5;"Melhora do lar";"B";6400;11.71;"0";0.08;"0";11
23;29000;"Alugada";7;"Pessoal";"C";6000;13.61;"0";0.21;"0";4
27;30996;"Alugada";4;"Pagamento de débitos";"D";5775;14.91;"1";0.19;"0";10
32;37120;"Alugada";7;"Pessoal";"C";7000;13.47;"0";0.19;"1";10
28;120000;"Hipotecada";12;"Educativo";"A";10000;5.42;"0";0.08;"0";6
40;28000;"Alugada";2;"Empreendimento";"C";5000;12.99;"0";0.18;"1";13
36;55000;"Alugada";1;"Educativo";"D";9500;15.62;"1";0.17;"0";12
29;30000;"Hipotecada";0;"Empreendimento";"C";6600;13.85;"0";0.22;"0";8
25;32000;"Alugada";2;"Pagamento de débitos";"D";8575;15.62;"1";0.27;"1";2
33;115000;"Alugada";9;"Melhora do lar";"C";7500;11.03;"0";0.07;"1";8
38;120000;"Própria";11;"Empreendimento";"D";23600;14.96;"0";0.2;"1";13
25;75600;"Hipotecada";7;"Médico";"C";15000;12.68;"0";0.2;"1";3
21;78000;"Alugada";3;"Pagamento de débitos";"C";9600;0.0;"0";0.12;"1";3
46;72194;"Alugada";8;"Melhora do lar";"B";17000;8.88;"0";0.24;"0";14
23;0;"Alugada";0;"Médico";"A";12000;15.68;"0";0.0;"1";3
24;40000;"Alugada";5;"Pagamento de débitos";"B";5000;12.42;"0";0.13;"0";3
38;80000;"Alugada";17;"Pessoal";"B";6000;11.83;"0";0.07;"0";12
23;41000;"Hipotecada";5;"Pagamento de débitos";"A";6000;9.32;"0";0.15;"0";3
25;124000;"Própria";9;"Médico";"B";2000;0.0;"0";0.02;"0";4
26;150000;"Hipotecada";6;"Educativo";"D";6400;15.62;"0";0.04;"1";2
23;26496;"Alugada";1;"Pagamento de débitos";"C";2000;13.61;"0";0.08;"0";4
30;158000;"Hipotecada";6;"Melhora do lar";"B";21000;12.42;"0";0.13;"0";8
24;193000;"Hipotecada";8;"Educativo";"C";10000;13.06;"0";0.05;"0";4
23;55000;"Hipotecada";6;"Pagamento de débitos";"D";10000;15.33;"1";0.18;"0";2
30;105000;"Própria";14;"Melhora do lar";"B";15400;11.36;"0";0.15;"0";10
25;125000;"Hipotecada";2;"Pessoal";"B";14000;0.0;"0";0.11;"0";4
0;78000;"Alugada";0;"Empreendimento";"B";12000;7.51;"0";0.13;"";11
23;70000;"Hipotecada";2;"Educativo";"A";24000;8.9;"0";0.34;"0";4
24;40000;"Própria";8;"Melhora do lar";"C";7500;13.22;"0";0.19;"0";3
33;75000;"Hipotecada";6;"Pagamento de débitos";"B";10000;10.99;"0";0.13;"0";10
23;63000;"Hipotecada";7;"Educativo";"A";20000;7.9;"0";0.32;"0";3
23;46000;"Alugada";2;"Educativo";"F";12800;19.41;"1";0.28;"1";3
54;129000;"Hipotecada";6;"Educativo";"";5000;14.84;"0";0.17;"";2
31;60000;"Alugada";1;"Médico";"A";6200;8.59;"0";0.1;"0";7
25;67200;"Hipotecada";9;"Melhora do lar";"C";15000;0.0;"0";0.22;"0";4
24;65000;"Hipotecada";3;"Educativo";"A";8000;5.99;"0";0.12;"0";2
37;48257;"Hipotecada";21;"Médico";"D";7000;15.21;"1";0.15;"1";17
28;82500;"Hipotecada";12;"Pagamento de débitos";"A";11000;7.49;"0";0.13;"0";7
29;81400;"Hipotecada";13;"Educativo";"A";10000;0.0;"0";0.12;"0";8
21;14400;"Alugada";4;"Médico";"B";5500;11.48;"1";0.38;"0";3
32;29000;"Alugada";0;"Educativo";"D";8000;18.25;"1";0.28;"0";6
26;69912;"Hipotecada";0;"Empreendimento";"A";1000;0.0;"0";0.03;"0";4
22;150000;"Alugada";2;"Educativo";"A";8200;6.99;"0";0.05;"0";3
26;81000;"Alugada";10;"Pessoal";"A";6000;7.51;"1";0.07;"0";2
32;100000;"Alugada";3;"Melhora do lar";"C";5000;0.0;"0";0.05;"0";6
25;79900;"Hipotecada";7;"Médico";"B";15000;11.12;"1";0.16;"0";4
44;32004;"Alugada";4;"Educativo";"C";4000;14.35;"0";0.12;"0";13
26;39000;"Alugada";1;"Empreendimento";"D";15000;16.07;"1";0.38;"1";4
29;190000;"Alugada";1;"Melhora do lar";"B";7000;9.88;"0";0.04;"0";9
33;72000;"Hipotecada";0;"Melhora do lar";"B";6600;0.0;"0";0.09;"0";9
22;56000;"Alugada";0;"Pagamento de débitos";"B";7000;11.36;"0";0.13;"0";2
24;50000;"Hipotecada";8;"Empreendimento";"A";13700;6.03;"0";0.27;"0";3
41;210000;"Alugada";1;"Pessoal";"A";7500;6.03;"0";0.04;"0";14
34;64000;"Alugada";5;"Educativo";"B";15000;10.25;"0";0.23;"0";8
40;98004;"Alugada";4;"Pagamento de débitos";"F";25000;19.04;"1";0.26;"1";16
21;18008;"Alugada";1;"Médico";"B";3000;9.7;"1";0.17;"0";2
26;60000;"Alugada";10;"Empreendimento";"A";17500;6.54;"0";0.29;"0";4
36;58000;"Hipotecada";12;"Pessoal";"A";21600;6.54;"0";0.37;"0";14
23;58200;"Hipotecada";2;"Pessoal";"B";13000;0.0;"0";0.22;"0";3
32;36000;"Própria";3;"Educativo";"B";5000;10.0;"0";0.14;"0";6
27;54000;"Alugada";1;"Melhora do lar";"C";5400;14.27;"0";0.1;"0";6
30;84000;"Hipotecada";13;"Pessoal";"B";12000;11.11;"0";0.14;"0";7
24;33000;"Alugada";1;"Médico";"B";7350;11.71;"0";0.22;"0";3
29;100000;"Hipotecada";8;"Melhora do lar";"B";7000;9.88;"0";0.07;"0";10
24;40944;"Alugada";0;"Médico";"B";8200;11.36;"0";0.2;"0";4
29;32000;"Alugada";6;"Pagamento de débitos";"C";10800;13.57;"1";0.34;"0";6
24;46704;"Alugada";2;"Educativo";"B";9000;11.49;"0";0.19;"0";4
24;70000;"Alugada";8;"Empreendimento";"E";10000;16.45;"0";0.14;"0";2
25;48000;"Alugada";9;"Pagamento de débitos";"C";7500;12.53;"0";0.16;"0";3
41;88712;"Alugada";2;"Empreendimento";"B";16000;10.95;"0";0.18;"0";15
24;0;"Alugada";0;"Pagamento de débitos";"C";9100;11.49;"0";0.16;"0";4
31;78996;"Hipotecada";2;"Educativo";"B";15600;12.53;"1";0.2;"0";5
23;59000;"Hipotecada";7;"Educativo";"A";9000;8.49;"0";0.15;"0";4
36;48450;"Alugada";2;"Pagamento de débitos";"C";10000;13.61;"0";0.21;"0";15
23;120000;"Hipotecada";7;"Médico";"A";8500;5.42;"0";0.07;"0";4
22;33600;"Alugada";5;"Pessoal";"B";12000;9.91;"1";0.36;"0";4
36;72000;"Própria";5;"Empreendimento";"B";6000;11.36;"0";0.08;"0";17
24;51000;"Hipotecada";5;"Educativo";"B";8000;10.96;"0";0.16;"0";3
24;34000;"Hipotecada";1;"Pessoal";"C";5100;14.35;"0";0.15;"0";4
23;147000;"Hipotecada";4;"Pagamento de débitos";"B";25000;10.25;"0";0.17;"0";3
23;64000;"Hipotecada";6;"Pagamento de débitos";"A";5500;7.14;"0";0.09;"0";3
33;66000;"Alugada";2;"Empreendimento";"D";6400;14.96;"1";0.1;"0";7
37;77000;"Hipotecada";2;"Empreendimento";"C";15000;12.29;"0";0.19;"0";15
29;115000;"Alugada";0;"Médico";"B";6500;10.65;"0";0.06;"0";10
23;23760;"Alugada";2;"Pessoal";"B";2800;0.0;"0";0.12;"0";4
24;110000;"Alugada";4;"Pessoal";"A";8000;5.99;"0";0.07;"0";3
22;88000;"Hipotecada";6;"Pagamento de débitos";"F";25000;18.09;"1";0.28;"0";2
25;49700;"Alugada";2;"Pessoal";"B";7200;10.38;"1";0.14;"0";2
35;132000;"Hipotecada";14;"Pessoal";"A";22000;6.54;"0";0.17;"0";5
26;51000;"Hipotecada";11;"Melhora do lar";"B";9000;9.99;"0";0.18;"0";3
24;65004;"Hipotecada";8;"Melhora do lar";"C";3600;13.49;"0";0.06;"1";4
22;72000;"Alugada";3;"Educativo";"C";7500;11.41;"0";0.1;"0";3
27;55000;"Alugada";4;"Pessoal";"C";12000;0.0;"0";0.22;"0";6
24;26400;"Hipotecada";0;"Pagamento de débitos";"A";6000;8.9;"0";0.23;"0";4
23;70000;"Alugada";2;"Educativo";"C";20500;13.16;"0";0.29;"1";3
36;87000;"Alugada";7;"Médico";"C";8000;14.65;"0";0.09;"1";14
28;64000;"Alugada";1;"Pessoal";"C";10000;11.66;"0";0.16;"0";5
24;110000;"Hipotecada";2;"Educativo";"B";9000;0.0;"0";0.08;"0";3
23;46000;"Hipotecada";5;"Pessoal";"B";9500;12.69;"1";0.21;"0";4
42;74000;"Hipotecada";7;"Pagamento de débitos";"A";5300;8.38;"0";0.07;"0";12
25;99000;"Hipotecada";9;"Pagamento de débitos";"A";15000;6.17;"0";0.15;"0";4
23;42000;"Alugada";7;"Pagamento de débitos";"D";10000;0.0;"1";0.24;"1";3
21;28000;"Própria";3;"-";"";15000;13.49;"0";0.17;"0";15
21;48000;"Hipotecada";5;"Educativo";"C";10800;12.84;"0";0.23;"0";2
23;48000;"Alugada";7;"Pagamento de débitos";"A";9800;7.88;"0";0.2;"0";4
30;31000;"Hipotecada";14;"Melhora do lar";"B";2400;10.65;"1";0.08;"0";5
23;89000;"Alugada";7;"-";"C";12200;12.53;"0";0.0;"0";4
21;19000;"Alugada";0;"Educativo";"C";700;12.29;"0";0.04;"0";2
30;28000;"Alugada";0;"Médico";"B";9250;11.48;"1";0.33;"0";9
27;42000;"Alugada";6;"Empreendimento";"C";3000;0.0;"0";0.07;"0";8
30;37800;"Alugada";0;"Médico";"B";4000;5.42;"0";0.0;"0";4
25;48000;"Alugada";8;"Pagamento de débitos";"C";3500;13.16;"0";0.07;"0";3
21;16800;"Hipotecada";0;"Empreendimento";"B";6000;10.39;"1";0.36;"0";4
24;91800;"Hipotecada";8;"Médico";"D";5000;15.99;"1";0.05;"0";2
28;57000;"Hipotecada";13;"Pessoal";"C";9600;15.96;"0";0.17;"1";9
30;122000;"Hipotecada";11;"Melhora do lar";"A";11200;5.42;"0";0.09;"0";9
41;39000;"Alugada";0;"Empreendimento";"B";5000;0.0;"0";0.13;"0";15
0;55000;"Hipotecada";6;"Pessoal";"C";7200;6.03;"0";0.0;"0";8
